genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[80, 18]",524369,en,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",245.056,9/22/2021,The Many Saints of Newark,6.8,250
[16],864390,en,"After a series of mishaps, Mickey, Minnie and the gang are separated all over the world and must try to get back to Hot Dog Hills by Christmas Eve. A mysterious and jolly stranger shows up to tell them about The Wishing Star, which could be the secret to bringing everybody home in time to celebrate together.",388.242,12/2/2021,Mickey and Minnie Wish Upon a Christmas,7.2,29
"[16, 12, 10751]",649928,en,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,269.016,10/9/2021,Robin Robin,7,24
"[28, 9648, 878, 53]",13811,en,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,251.523,3/19/2009,Knowing,6.1,4120
[27],632357,en,"Alice, a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",239.409,3/31/2021,The Unholy,6.8,1454
"[27, 53]",774021,en,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,235.895,7/29/2021,Demonic,4.8,92
"[12, 14]",671,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",257.6,11/16/2001,Harry Potter and the Philosopher's Stone,7.9,21586
"[12, 878, 28]",299534,en,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",264.896,4/24/2019,Avengers: Endgame,8.3,19747
"[27, 53, 12, 9648]",522444,en,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",236.358,7/9/2020,Black Water: Abyss,5.1,292
"[16, 35, 10751, 12]",664236,en,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",268.751,2/11/2021,Extinct,6.3,49
"[16, 10751]",779611,en,"Pearl and Gadabout are now a flying doctor trio, caring for creatures including a mermaid, a unicorn and a sneezy lion. However when bad weather forces them to land at the palace, Pearl is locked up by her uncle, the king.",239.762,4/16/2021,Zog and the Flying Doctors,6.8,8
"[27, 9648, 53]",423108,en,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",267.289,5/25/2021,The Conjuring: The Devil Made Me Do It,7.7,3960
[18],718633,en,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",273.33,11/17/2021,Bruised,6.9,132
"[28, 12, 878]",624860,en,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",282.839,12/16/2021,The Matrix Resurrections,8.9,11
"[878, 53, 27]",520763,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",224.144,5/21/2021,A Quiet Place Part II,7.7,3441
[27],760195,en,A young girl finds solace in her artist father and the ghost of her dead mother.,239.018,4/30/2021,Separation,5.9,86
"[878, 28, 12]",24428,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",235.235,4/25/2012,The Avengers,7.7,25888
"[27, 28, 53]",602223,en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,229.934,6/30/2021,The Forever Purge,7.4,1480
"[28, 14, 12]",458576,en,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",244.825,12/3/2020,Monster Hunter,6.9,2293
"[28, 80, 18, 53]",539885,en,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,239.034,7/2/2020,Ava,5.7,1825
[28],619297,en,"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.",237.444,8/18/2021,Sweet Girl,6.9,740
"[35, 10751, 16]",587807,en,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",240.033,2/11/2021,Tom & Jerry,7.1,1861
"[28, 878, 53]",848278,en,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",241.087,8/26/2021,Jurassic Hunt,5,161
"[16, 878, 14, 28]",831405,en,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",237.029,10/9/2021,Injustice,7.9,398
"[10751, 16, 14, 10402, 35, 12]",354912,en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",199.555,10/27/2017,Coco,8.2,14939
"[28, 53]",825997,en,A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,232.999,6/11/2021,Rogue Hostage,6.4,106
"[10770, 53]",849938,en,"A woman agrees to help her husband pay off an extortionist, but when the blackmailer is murdered she becomes the prime suspect, and discovers that the man she married has been leading a deadly double life.",214.48,7/10/2021,Framed by My Husband,6.7,3
"[27, 28]",861057,en,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",222.842,8/13/2021,Swim,7.6,20
"[16, 35, 9648, 10751, 14]",843906,en,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",217.281,9/14/2021,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,8.3,241
"[53, 27]",482373,en,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",219.269,8/12/2021,Don't Breathe 2,7.5,1247
"[12, 14, 10751]",674,en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",221.838,11/16/2005,Harry Potter and the Goblet of Fire,7.8,16448
"[12, 14]",672,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",228.049,11/13/2002,Harry Potter and the Chamber of Secrets,7.7,17402
"[28, 12, 14]",464052,en,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,226.951,12/16/2020,Wonder Woman 1984,6.6,6246
"[28, 80, 27, 53]",503736,en,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",232.567,5/14/2021,Army of the Dead,6.4,2667
