genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[27, 53]",717728,en,"Forced to travel with her boyfriend, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she believes that something unearthly has been summoned… and that she is at the center of it.",24.244,2/17/2022,Jeepers Creepers: Reborn,0,0
"[16, 28]",834802,en,,24.537,4/2/2021,"Ben 10: Ben 10,010",6.4,59
"[53, 18, 80, 9648]",13975,en,"Lt. Dave Robicheaux, a detective in New Iberia, Louisiana, is trying to link the murder of a local hooker to New Orleans mobster Julie (Baby Feet) Balboni, who is co-producer of a Civil War film. At the same time, after Elrod Sykes, the star of the film, reports finding another corpse in the Atchafalaya Swamp near the movie set, Robicheaux starts another investigation, believing the corpse to be the remains of a black man who he saw being murdered 35 years before.",18.398,4/15/2009,In the Electric Mist,6.1,307
"[27, 53, 35]",71668,en,"After the events at Lake Victoria, the prehistoric school of blood-thirsty piranhas make their way into swimming pools, plumbing, and a newly opened water park.",25.949,5/11/2012,Piranha 3DD,4.3,785
"[28, 878, 27]",178809,en,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",15.699,4/12/2013,The Colony,5.4,882
"[28, 35]",10040,en,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI"". But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",18.595,3/11/2005,Miss Congeniality 2: Armed and Fabulous,5.7,1466
"[35, 10751]",84575,en,"Larry Guthrie, who loses his first love to the town hot shot, decides to win her back by volunteering with the children at her after-school program. When Larry accidentally tells the kids the Tooth Fairy is make-believe, he soon is transformed into a tutu-clad fairy with the ""sentence"" of collecting teeth.",22.446,3/6/2012,Tooth Fairy 2,5,135
"[53, 28]",560192,en,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",17.913,12/6/2019,Grand Isle,5.9,199
"[18, 53, 37]",829729,en,A former Confederate marauder tries to make a clean start on a Texas dirt farm with his wife and young daughter. He quickly learns that sometimes the past just won't stay buried.,19.283,6/1/2021,Potter's Ground,6.4,25
"[35, 27]",95993,en,"Five delinquent teenagers are assigned the task of converting a long-abandoned mental hospital in South Central Los Angeles into a community center. Little do they know that the hospital is the site of centuries of supernatural mayhem and murder. Plagued by terrors beyond belief, the teenagers must fight to survive a battle where the division between the living and the dead is shattered.",15.428,2/20/2003,Demon Slayer,7.1,8
"[35, 18]",440472,en,"Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom.",16.203,1/10/2019,The Upside,7.1,899
"[18, 53]",612152,en,"Newlywed Jennifer is brutally attacked at a dark rest stop. While healing from her injuries, she can’t recall anything from her past, including the ordeal. Her husband, Russell , is just thankful she’s alive and eager to get her home. As he reintroduces her to their secluded mountain estate, Detective Page  pursues Jennifer’s assailant — his own daughter went missing and was never found. The same fate now awaits Jennifer, unless someone realizes that her loving caretaker is actually her captor.",19.655,7/18/2019,Secret Obsession,5.5,890
"[878, 28, 12, 16]",321528,en,"Damian Wayne is having a hard time coping with his father's ""no killing"" rule. Meanwhile, Gotham is going through hell with threats such as the insane Dollmaker, and the secretive Court of Owls.",23.84,4/14/2015,Batman vs. Robin,7.3,673
"[10749, 35]",70868,en,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",22.188,9/16/2011,I Don't Know How She Does It,5.2,314
"[18, 27]",242224,en,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",19.938,5/22/2014,The Babadook,6.5,4898
"[18, 80, 53]",629,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",21.432,7/19/1995,The Usual Suspects,8.2,8180
"[16, 12, 10751, 35, 10402]",570480,en,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,14.953,8/8/2019,Trouble,6.6,120
"[16, 10751]",413736,en,"Monsters once lived in hiding—even from each other—because they were afraid they would be in danger if humans knew they existed. But Draculaura, the daughter of Dracula, along with her best ghoulfriends, dreamt of a school where everyone was welcome and accepted for who they are. Determined to make their dream come true, the ghouls travel the world on an epic adventure to recruit new students. But even in this amazing place, there's drama: a villainess zombie is spreading trouble rather than friendship, and every student must live with the fear that their secret will be revealed. Now the ghouls must save their school so that every monster has a place where they belong and their uniqueness is celebrated!",23.39,8/27/2016,Monster High: Welcome to Monster High,6.7,90
[35],433251,en,"Following a wild night out with his Best Man, Rob Anderson wakes up to find himself naked in an elevator on the morning of his wedding day and is forced to relive the morning over and over again.",22.391,8/11/2017,Naked,5.8,1044
[18],236751,en,"The true story of the 4-year old son of a small-town pastor who, during emergency surgery, slips from consciousness and enters heaven. When he awakes, he recounts his experiences on the other side.",20.636,4/16/2014,Heaven Is for Real,6.6,581
"[18, 27, 53, 878]",375366,en,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",20.938,9/23/2016,The Girl with All the Gifts,6.6,1551
"[12, 10751]",780382,en,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",18.919,10/13/2021,The Wolf and the Lion,6.3,23
"[35, 10749]",259694,en,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",23.437,1/21/2016,How to Be Single,6.2,2748
[35],620725,en,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",19.701,10/10/2019,Jexi,7,883
"[18, 35]",450806,en,"ALL SAINTS is based on the inspiring true story of salesman-turned-pastor Michael Spurlock, the tiny church he was ordered to shut down, and a group of refugees from Southeast Asia. Together, they risked everything to plant seeds for a future that might just save them all.",20.508,8/25/2017,All Saints,6.2,44
"[28, 35, 18]",5375,en,"Fred Claus and Santa Claus have been estranged brothers for many years. Now Fred must reconcile his differences with his brother whom he believes overshadows him. When an efficiency expert assesses the workings at the North Pole and threatens to shut Santa down, Fred must help his brother to save Christmas.",19.429,11/3/2007,Fred Claus,5.7,653
"[28, 12, 16, 878]",30061,en,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",18.427,2/23/2010,Justice League: Crisis on Two Earths,7.4,506
"[16, 10751, 12, 35]",7484,en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",21.575,9/29/2006,Open Season,6.1,2096
"[35, 16, 12, 10770]",50300,en,"When a scam goes horribly wrong and leaves the neighborhood kids furious, the Eds embark on a journey to find Eddy's brother in the ""Ed, Edd, n Eddy"" series finale.",20.294,11/8/2009,"Ed, Edd n Eddy's Big Picture Show",7.2,79
"[28, 12, 9648, 53]",6637,en,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",22.923,12/13/2007,National Treasure: Book of Secrets,6.3,4115
[35],252680,en,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",22.925,3/25/2014,Moms' Night Out,5.7,247
"[10402, 18, 10749, 80]",9762,en,"Everyone deserves a chance to follow their dreams, but some people only get one shot. Tyler Gage is a rebel from the wrong side of Baltimore's tracks and the only thing that stands between him and an unfulfilled life are his dreams of one day making it out of there. Nora is a privileged ballet dancer attending Baltimore's ultra-elite Maryland School of the Arts",22.172,8/11/2006,Step Up,6.9,3151
"[80, 9648, 53, 28]",693113,en,"FBI Agent Karl Helter and his partner Rebecca Lombardo are very close to busting a sex-trafficking ring. When they realize their investigation has crossed the path of a brutal serial killer, they team up with a Texas Ranger to put an end to the infamous 'Truck Stop Killer'.",20.447,7/23/2021,Midnight in the Switchgrass,6.4,186
"[16, 35, 10751, 12]",227783,en,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",19.172,1/17/2014,The Nut Job,5.7,762
"[18, 36]",289222,en,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",17.676,3/31/2017,The Zookeeper's Wife,7.4,1254
"[27, 53]",38358,en,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",13.664,8/27/2010,The Last Exorcism,5.6,779
"[9648, 53, 27]",9966,en,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",15.41,2/2/2007,The Messengers,5.7,616
"[18, 53, 27]",10998,en,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,19.558,9/11/1987,Fatal Attraction,6.8,1014
"[878, 28, 16]",366924,en,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance.",18.664,3/22/2016,Batman: Bad Blood,7.2,594
"[10749, 16, 10751, 35, 12]",15789,en,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",18.554,4/7/1995,A Goofy Movie,6.9,1326
"[28, 27, 53, 878]",573560,en,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.",17.818,1/8/2019,The Car: Road to Revenge,6.5,80
"[53, 80, 18]",457799,en,"A chronicle of the crimes of Ted Bundy, from the perspective of his longtime girlfriend, Elizabeth Kloepfer, who refused to believe the truth about him for years.",22.919,5/2/2019,"Extremely Wicked, Shockingly Evil and Vile",7,2703
[53],72784,en,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",26.75,10/14/2014,The Loft,6.4,1166
"[16, 10751, 12, 9648]",9994,en,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",15.399,7/2/1986,The Great Mouse Detective,7.1,1250
"[12, 28, 53]",658,en,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",26.8,9/20/1964,Goldfinger,7.3,2677
"[16, 12, 28, 14]",851281,en,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",20.519,8/12/2021,Monster Hunter: Legends of the Guild,5.8,49
"[12, 37]",581032,en,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",21.7,12/25/2020,News of the World,7,1211
"[35, 16, 12, 10751]",133931,en,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community.",24.151,6/5/2012,Zambezia,6,215
"[27, 53]",519337,en,"A drifter passing through a small town is drugged by three masked psychopaths and forced into a bizarre game of cat and mouse. He is chased through a series of more and more bizarre events until, in the end, he finds that this evening of terror has lasting consequences. It’s a feel bad film, nasty and brutish, red in tooth and claw.",18.78,4/17/2018,Tempus Tormentum,5.6,29
"[80, 28, 35]",4638,en,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",17.799,2/14/2007,Hot Fuzz,7.5,5893
"[12, 35, 16]",399174,en,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",22.409,3/23/2018,Isle of Dogs,7.9,3662
"[18, 9648, 53]",6947,en,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",19.297,7/30/2004,The Village,6.4,3172
"[35, 18]",594,en,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",21.647,6/17/2004,The Terminal,7.3,6069
"[16, 10751, 35]",21448,en,"When a huge snowstorm leaves everyone stranded, Mickey and all of his guests at the House of Mouse, including Pooh, Belle, Snow White, Cinderella, Ariel and many more of his old and new friends, break out the cookies and hot chocolate to help Donald mend his tattered Christmas spirit.",21.647,11/6/2001,Mickey's Magical Christmas: Snowed in at the House of Mouse,6.9,209
"[878, 28, 12]",8536,en,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",19.146,12/4/1980,Superman II,6.7,1711
"[28, 12, 35]",463272,en,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",20.409,9/13/2018,Johnny English Strikes Again,6.3,1897
"[10751, 12, 16, 35, 9648]",203696,en,"Join Scooby-Doo, Shaggy and the Mystery Inc. crew as they head to Chicago for Talent Star, a hit talent show in which Fred and Daphne are finalists with some high hopes. Unlucky for them, the competition is frightful as the show is being broadcast from an opera house with a history of horrors and a particularly vengeful phantom that has cursed the show's production.",18.899,8/20/2013,Scooby-Doo! Stage Fright,7.8,152
"[28, 12, 35, 878, 37]",8487,en,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,20.895,6/29/1999,Wild Wild West,5.3,2665
[18],87502,en,"Commercial airline pilot Whip Whitaker has a problem with drugs and alcohol, though so far he's managed to complete his flights safely. His luck runs out when a disastrous mechanical malfunction sends his plane hurtling toward the ground. Whip pulls off a miraculous crash-landing that results in only six lives lost. Shaken to the core, Whip vows to get sober -- but when the crash investigation exposes his addiction, he finds himself in an even worse situation.",20.347,11/2/2012,Flight,6.8,4871
"[35, 18]",43923,en,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,21.144,10/8/2010,It's Kind of a Funny Story,7,1942
[53],464502,en,A faithful wife takes action when it becomes clear to her that her devious husband has betrayed her.,23.901,3/30/2018,Acrimony,6.8,315
"[12, 18, 37]",581,en,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",16.388,3/30/1990,Dances with Wolves,7.9,3175
[99],410718,en,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet.",21.396,10/21/2016,Before the Flood,7.7,643
"[28, 18]",94380,en,"Decorated Vietnam hero, Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend is murdered and the police aren't doing anything about it.",14.641,4/12/2012,Bad Ass,5.7,298
[878],733317,en,"A robotics company vying to win a lucrative military contract team up with a corrupt CIA agent to conduct an illegal live field test. They deploy four weaponized prototype robots into a suspected drug manufacturing camp in the Golden Triangle, assuming they'd be killing drug runners that no one would miss. Six doctors on a humanitarian mission witness the brutal slaughter and become prime targets.",21.283,11/19/2020,Monsters of Man,6.7,198
[35],329833,en,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,14.392,2/6/2016,Zoolander 2,4.8,1797
"[28, 12, 14]",9334,en,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",20.886,4/18/2002,The Scorpion King,5.6,2462
"[16, 10751]",766534,en,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone",21.163,11/27/2020,A Go! Go! Cory Carson Christmas,6.9,16
"[14, 28, 53]",9495,en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",20.384,5/11/1994,The Crow,7.5,2913
"[878, 27]",668343,en,"In a small rural community, local police officers Zoe and Patrick begin their shift as normal but soon, strange events unfold. Residents begin behaving erratically, and suicidal panic spreads amongst the township they are trying to protect. Zoe and Patrick realise alien machines are taking hold, cutting their small group of survivors off from the outside world. Can the determined humans band together to save their community, and all mankind, from extinction?",21.511,2/11/2020,Alien Outbreak,3.8,20
"[18, 14]",656968,en,"London, 1843. Ebenezer Scrooge, a bitter old man, despises the Christmas holiday. Over the course of Christmas Eve night he is visited by three ghosts to show him his past, present and future.",19.298,12/19/2019,A Christmas Carol,6.8,88
"[27, 18, 53]",150202,en,"A young family moves into a historic home in Georgia, only to learn they are not the house's only inhabitants. Soon they find themselves in the presence of a secret rising from underground and threatening to bring down anyone in its path.",19.135,2/1/2013,The Haunting in Connecticut 2: Ghosts of Georgia,5.8,400
[35],137093,en,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,18.885,10/31/2013,Last Vegas,6.4,1762
"[53, 27]",10577,en,"Abraham Van Helsing, who has tangled with Count Dracula in the past, works as an English antiques dealer. Simon is a vampire hunter in training under his apprenticeship.",18.131,12/22/2000,Dracula 2000,5,480
"[35, 10751, 18]",333348,en,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",17.586,11/12/2015,Love the Coopers,6,632
"[27, 53, 878]",531309,en,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",19.546,5/9/2019,Brightburn,6.1,2251
"[28, 12, 878, 14]",211387,en,"The film takes place one year after the events of Captain America: The First Avenger, in which Agent Carter, a member of the Strategic Scientific Reserve, is in search of the mysterious Zodiac.",23.633,9/8/2013,Marvel One-Shot: Agent Carter,7.4,493
"[878, 28, 27]",10216,en,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",22.629,4/10/1998,Species II,5.1,486
"[28, 35, 14]",602211,en,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",22.019,10/19/2020,Fatman,5.5,498
"[18, 53, 12, 27]",425972,en,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",19.386,10/6/2017,Cargo,6.4,1329
"[35, 80]",36593,en,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",15.875,3/18/1994,Naked Gun 33⅓: The Final Insult,6.5,1474
"[53, 18]",376290,en,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,21.833,11/25/2016,Miss Sloane,7.5,1379
"[35, 10749]",49012,en,A drunken playboy stands to lose a wealthy inheritance when he falls for a woman that his family doesn't like.,17.626,4/8/2011,Arthur,5.6,584
"[35, 18, 10749, 14]",5994,en,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",14.624,12/12/2000,The Family Man,6.7,1440
"[28, 18]",257447,en,"A disgruntled teenager, sent to do community service at a rundown Karate school, enters an MMA tournament to face the man who killed his parents.",21.918,5/27/2014,Tapped Out,5.9,43
"[18, 35, 80]",10147,en,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,23.024,11/26/2003,Bad Santa,6.5,1621
"[35, 28]",9012,en,"Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on.",17.974,10/25/2002,Jackass: The Movie,6.2,1078
"[27, 53]",449664,en,Six friends test their intelligence in a game that takes a dark turn.,17.633,9/14/2017,Escape Room,4.5,555
"[12, 878, 10770]",12914,en,Ba'al travels back in time and prevents the Stargate program from being started. SG-1 must somehow restore history.,27.124,7/29/2008,Stargate: Continuum,7.1,358
"[80, 18, 28, 53]",41283,en,"After 10 years in prison, Driver is now a free man with a single focus - hunting down the people responsible for brutally murdering his brother.",21.873,11/23/2010,Faster,6.3,1450
[27],631583,en,Isaac and his pregnant wife visit a remote Norwegian village to claim an unexpected inheritance. The couple finds themselves caught in a nightmare when they encounter a sinister cult that worships a sea-dwelling deity.,21.1,2/9/2021,Sacrifice,5.2,14
"[27, 53]",134597,en,"Arkin escapes with his life from the vicious grips of ""The Collector"" during an entrapment party where he adds beautiful Elena to his ""Collection."" Instead of recovering from the trauma, Arkin is suddenly abducted from the hospital by mercenaries hired by Elena's wealthy father. Arkin is blackmailed to team up with the mercenaries and track down The Collector's booby trapped warehouse and save Elena.",23.573,9/21/2012,The Collection,6.2,745
[35],212778,en,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",22.123,5/8/2014,Chef,7.1,2557
[35],226486,en,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",23.87,7/2/2014,Tammy,5.3,1021
"[27, 18, 9648, 878]",582913,en,"Kate and Matt discover that a part of their house can grant wishes. In the wake of two miscarriages, what they want most is a child.",28.086,9/12/2019,The Room,6.4,659
"[28, 12, 35, 80, 53]",944,en,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",18.314,7/10/1998,Lethal Weapon 4,6.6,1981
"[14, 12, 35, 10770]",360605,en,"Teenager Cleo's school science project goes quite awry, causing her popular older sister Molly to go invisible.",22.769,12/10/2015,Invisible Sister,6.8,239
"[10402, 35, 10751, 14, 18]",10437,en,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and Future.",18.11,12/10/1992,The Muppet Christmas Carol,7.4,650
"[27, 53, 9648]",649524,en,"While on a romantic getaway in the Indian wilderness, a couple from Los Angeles accidentally witnesses the haunting exorcism of an 11-year old girl. They decide to rescue her.",19.874,11/21/2019,Behind the Trees,5.6,33
"[35, 16, 12, 10751, 14]",400157,en,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.",18.877,3/13/2019,Wonder Park,6.5,524
"[12, 16, 14]",123,en,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,21.358,11/15/1978,The Lord of the Rings,6.6,606
[28],8975,en,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,21.109,10/13/2006,The Marine,6,552
"[27, 53]",30789,en,"International terrorists attempt to kidnap a wealthy couple's child. Their plan comes unstuck when a deadly Black Mamba, sent by mistake instead of a harmless snake, escapes and the terrorists and several hostages are trapped in the boy's London home.",13.947,11/28/1981,Venom,6.1,53
"[10749, 10770]",480638,en,Tom Jacobs is Mr Christmas! He's built an entire business around helping clients find the perfect gift. But what happens when he falls for one lucky recipient?,17.896,11/4/2017,The Perfect Christmas Present,6.5,61
"[16, 35, 10751]",21316,en,"Lilo, Stitch, Jumba and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo. But Lilo realizes her alien friends have places where they belong, and it's finally time to say ""aloha.""",19.357,6/23/2006,Leroy & Stitch,6.6,376
"[35, 10751, 14]",3050,en,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",21.605,6/26/1998,Doctor Dolittle,5.7,2435
